transaction_id,customer_id,product_id,transaction_date,quantity,unit_price,discount,pre_discount_total_price,grand_total_price,payment_method,employee_id,credit_card_number,credit_card_type
1077,106,2612,2023-07-03,41,"4,030.26",0.50,165240.66,82620.33,credit card,595,6763885148094855,maestro
1078,564,6448,2023-01-02,53,"6,705.92",0.38,355413.76,135057.2288,credit card,94,3559475414599897,jcb
1079,214,6224,2023-01-30,8,146.65,0.77,1173.2,903.364,cash,649,,
1080,100,319,2022-07-12,26,"7,444.74",,193563.24,193563.24,credit card,771,5602243446264746,bankcard
1081,916,8068,2022-12-01,45,285.35,0.65,12840.75,8346.4875,cash,635,,
1082,899,7237,2022-06-29,88,"4,284.57",,377042.16,377042.16,credit card,658,3589727440753672,jcb
1083,935,6320,2023-08-18,85,"9,368.93",,796359.05,796359.05,cash,408,,
1084,769,6850,2022-04-08,58,"4,445.87",,257860.46,257860.46,cash,60,,
1085,238,4219,2022-06-08,34,"6,465.52",,219827.68,219827.68,cash,162,,
1086,747,2679,2023-05-29,29,215.48,0.76,6248.92,4749.1792,credit card,203,3547775719291297,jcb
1087,628,2889,2023-03-22,54,"3,248.33",,175409.82,175409.82,cash,524,,
1088,437,5568,2023-08-16,73,"6,326.12",0.04,461806.76,18472.2704,cash,929,,
1089,893,4519,2023-08-10,52,"2,187.53",0.73,113751.56,83038.6388,cash,678,,
1090,780,2054,2022-08-21,46,"4,918.63",0.63,226256.98,142541.8974,credit card,860,374622351623391,americanexpress
1091,310,8091,2022-03-09,62,"4,991.73",,309487.26,309487.26,cash,794,,
1092,172,2943,2023-04-01,34,"6,842.81",,232655.54,232655.54,credit card,77,3562316076011158,jcb
1093,908,5011,2022-11-27,11,"9,839.09",,108229.99,108229.99,credit card,222,4026111756193964,switch
1094,558,8946,2022-04-18,96,"4,986.49",,478703.04,478703.04,credit card,710,50203261783047093,maestro
1095,350,987,2023-10-27,25,"3,392.53",,84813.25,84813.25,credit card,473,3536929966994839,visa-electron
1096,810,4958,2022-05-12,10,803.04,0.78,8030.4,6263.712,cash,90,,
1097,23,8760,2022-09-21,88,"2,538.75",,223410,223410,credit card,467,3545597261811963,jcb
1098,896,7447,2023-03-28,40,"8,032.02",,321280.8,321280.8,check,123,,
1099,880,2714,2023-05-22,42,"5,132.78",,215576.76,215576.76,cash,116,,
1100,734,8035,2023-09-05,99,"4,228.04",,418575.96,418575.96,cash,236,,
1101,248,7048,2022-04-27,30,"6,435.05",,193051.5,193051.5,credit card,121,5602210750324564,china-unionpay
1102,777,1769,2023-09-20,43,"1,866.02",,80238.86,80238.86,credit card,39,3557387499933762,switch
1103,211,6052,2022-07-20,77,451.85,0.99,34792.45,34444.5255,credit card,809,3550231332374684,jcb
1104,834,516,2023-11-06,54,775.62,0.62,41883.48,25967.7576,credit card,746,5602229251451973,mastercard
1105,327,719,2023-10-16,95,"4,500.59",,427556.05,427556.05,credit card,564,4844321670036559,diners-club-us-ca
1106,392,6108,2022-05-17,84,"3,719.81",,312464.04,312464.04,credit card,679,3560260175743265,jcb
1107,643,926,2022-04-30,65,"9,621.87",,625421.55,625421.55,credit card,731,5893622775427628,maestro
1108,993,6848,2023-07-09,26,"5,241.10",0.60,136268.6,81761.16,credit card,822,3540193402241651,jcb
1109,868,831,2022-10-03,21,"6,030.33",,126636.93,126636.93,check,819,,
1110,719,4180,2022-05-16,29,"4,415.08",,128037.32,128037.32,credit card,401,6331105665460412627,switch
1111,547,6026,2023-11-22,73,"6,992.56",,510456.88,510456.88,credit card,58,30129775420558,diners-club-carte-blanche
1112,519,2792,2023-03-12,23,"8,733.86",,200878.78,200878.78,credit card,984,3544098506316273,jcb
1113,935,657,2023-06-11,62,"8,716.36",,540414.32,540414.32,credit card,385,3575354631446986,jcb
1114,703,9410,2023-01-04,77,"1,499.15",0.34,115434.55,39247.747,credit card,290,3548964284886769,jcb
1115,567,2790,2023-08-24,22,"6,781.44",,149191.68,149191.68,credit card,405,3561628053890722,jcb
1116,86,6737,2023-12-20,85,"9,823.22",,834973.7,834973.7,credit card,974,3544270510974039,jcb
1117,98,8157,2022-04-23,33,"9,551.83",,315210.39,315210.39,credit card,387,3528097083847999,jcb
1118,507,4926,2023-03-18,63,"7,829.42",0.80,493253.46,394602.768,credit card,613,30063440556076,diners-club-carte-blanche
1119,316,3490,2023-04-13,92,"5,948.53",,547264.76,547264.76,credit card,877,201969070221885,diners-club-carte-blanche
1120,399,3060,2022-08-10,35,"4,266.42",,149324.7,149324.7,credit card,155,3565287723982066,jcb
1121,837,3023,2022-02-20,10,"8,182.61",,81826.1,81826.1,credit card,790,3531665244359370,jcb
1122,89,9105,2023-08-06,54,"2,336.61",,126176.94,126176.94,cash,413,,
1123,469,4458,2022-05-04,94,"1,121.65",,105435.1,105435.1,cash,724,,
1124,607,6124,2023-11-23,3,"7,705.56",,23116.68,23116.68,credit card,229,3547073568490438,jcb
1125,437,6869,2023-11-13,14,"6,418.71",0.25,89861.94,22465.485,credit card,139,3533834042104218,jcb
1126,200,5938,2023-04-22,42,"6,993.48",,293726.16,293726.16,credit card,408,3540571151332195,jcb
1127,447,6304,2023-08-07,83,"9,717.44",0.62,806547.52,500059.4624,credit card,382,3544400385434849,maestro
1128,889,3786,2022-03-14,13,"2,060.68",0.96,26788.84,25717.2864,credit card,151,3538799142981184,jcb
1129,802,882,2022-12-06,17,"8,941.20",,152000.4,152000.4,credit card,375,3571515648565646,bankcard
1130,543,7470,2022-03-19,91,"5,925.92",0.38,539258.72,204918.3136,cash,820,,
1131,275,6256,2022-01-02,71,941.26,,66829.46,66829.46,credit card,361,3560769860899877,switch
1132,642,496,2022-02-24,96,"1,486.65",,142718.4,142718.4,cash,296,,
1133,869,4977,2022-09-08,51,"6,121.48",0.72,312195.48,224780.7456,credit card,847,3575452851047888,bankcard
1134,692,8919,2022-06-09,33,"3,282.99",,108338.67,108338.67,credit card,936,3547693436601153,jcb
1135,649,3835,2022-09-20,95,"2,750.89",,261334.55,261334.55,cash,58,,
1136,555,6087,2023-08-18,29,"8,547.18",0.51,247868.22,126412.7922,credit card,325,5610738124718632423,china-unionpay
1137,205,7721,2023-12-22,22,"6,858.85",,150894.7,150894.7,credit card,514,5007661785068652,visa
1138,482,6252,2023-08-01,25,457.52,,11438,11438,cash,987,,
1139,805,3378,2022-09-13,90,"8,121.02",,730891.8,730891.8,credit card,43,6304032557207084,diners-club-enroute
1140,806,1465,2023-09-18,64,"7,243.31",,463571.84,463571.84,credit card,676,346881339531168,americanexpress
1141,21,3627,2023-11-19,41,"1,185.63",0.28,48610.83,13611.0324,credit card,695,201792152803614,diners-club-enroute
1142,839,3651,2022-02-22,63,"7,044.38",,443795.94,443795.94,credit card,432,5240563031570761,mastercard
1143,162,1307,2022-12-22,3,"3,622.78",,10868.34,10868.34,cash,819,,
1144,220,3598,2023-04-20,60,"1,268.27",0.91,76096.2,69247.542,cash,299,,
1145,144,7180,2022-09-30,13,"5,404.10",,70253.3,70253.3,credit card,462,5602242436180018253,visa-electron
1146,653,9190,2023-10-27,91,"3,834.82",,348968.62,348968.62,credit card,821,560224053460180047,china-unionpay
1147,851,104,2022-07-23,92,"7,949.34",,731339.28,731339.28,credit card,354,3586667727169221,instapayment
1148,252,78,2023-04-29,92,627.74,,57752.08,57752.08,credit card,51,3574595174267368,laser
1149,426,7429,2023-10-24,22,"9,551.65",0.80,210136.3,168109.04,credit card,905,633373607149975756,switch
1150,715,7539,2022-08-12,20,"7,970.73",0.34,159414.6,54200.964,credit card,220,561012801133969756,americanexpress
1151,651,7275,2022-12-16,68,"8,131.13",,552916.84,552916.84,credit card,891,3533459395813080,jcb
1152,688,2844,2022-10-28,64,"6,730.52",,430753.28,430753.28,credit card,198,3564145779382790,jcb
1153,242,522,2022-02-09,98,"9,719.24",0.71,952485.52,676264.7192,credit card,55,6392069861147393,instapayment
1154,794,2247,2022-09-11,20,"6,301.57",0.40,126031.4,50412.56,credit card,578,5038209411158198294,maestro
1155,838,997,2022-09-04,24,"3,221.20",,77308.8,77308.8,credit card,716,3577481381139723,americanexpress
1156,796,4323,2023-04-30,33,"8,539.20",,281793.6,281793.6,credit card,548,3579928479098284,jcb
1157,553,3608,2023-08-09,7,"1,251.79",0.24,8762.53,2103.0072,cash,216,,
1158,167,2904,2023-01-01,56,"2,490.70",0.21,139479.2,29290.632,credit card,559,3553887703426341,jcb
1159,46,6177,2023-02-17,75,"1,919.64",,143973,143973,check,543,,
1160,265,2846,2023-09-11,91,950.84,0.55,86526.44,47589.542,cash,74,,
1161,38,6812,2023-05-05,55,"3,785.12",,208181.6,208181.6,credit card,813,3589558302510094,jcb
1162,825,9895,2022-09-22,18,"7,538.88",,135699.84,135699.84,credit card,49,30403317143873,switch
1163,222,3793,2022-12-05,47,"9,830.12",0.42,462015.64,194046.5688,cash,174,,
1164,496,367,2023-03-05,15,"1,154.13",,17311.95,17311.95,check,324,,
1165,518,1299,2023-01-03,53,"8,966.89",,475245.17,475245.17,check,630,,
1166,392,7589,2023-05-11,7,"4,188.44",0.84,29319.08,24628.0272,credit card,3,3568777364743113,jcb
1167,363,6310,2022-05-10,83,"8,877.24",,736810.92,736810.92,check,891,,
1168,77,3693,2022-02-08,27,"8,502.32",,229562.64,229562.64,credit card,530,3572543484634614,visa
1169,194,9190,2022-07-23,63,"1,501.63",,94602.69,94602.69,credit card,506,3584621948241022,diners-club-carte-blanche
1170,31,3779,2022-12-01,93,"3,086.68",0.58,287061.24,166495.5192,credit card,331,6388756044169445,china-unionpay
1171,73,9654,2023-07-06,95,"5,427.06",,515570.7,515570.7,credit card,839,3534874190980513,jcb
1172,229,4844,2022-12-20,12,"3,241.15",,38893.8,38893.8,check,63,,
1173,787,3307,2022-01-30,10,"3,754.00",,37540,37540,cash,114,,
1174,322,7334,2023-05-10,48,"4,949.18",,237560.64,237560.64,credit card,235,5602211807980700141,china-unionpay
1175,690,8366,2023-11-20,77,"1,426.29",,109824.33,109824.33,cash,268,,
1176,134,1031,2022-10-28,31,"5,222.69",0.92,161903.39,148951.1188,cash,837,,
1177,82,2145,2023-01-31,46,"6,357.92",,292464.32,292464.32,credit card,469,6771265077414176501,laser
1178,561,6092,2022-04-20,67,985.78,,66047.26,66047.26,cash,790,,
1179,592,5465,2022-05-28,88,"2,830.97",,249125.36,249125.36,check,120,,
1180,996,6780,2023-10-29,4,"6,779.83",,27119.32,27119.32,credit card,321,3538433484557028,switch
1181,778,597,2023-11-06,14,647.02,,9058.28,9058.28,credit card,172,56022237120859701,diners-club-international
1182,955,5162,2023-10-22,7,"8,853.84",,61976.88,61976.88,cash,601,,
1183,908,497,2023-10-04,28,"6,621.34",,185397.52,185397.52,check,889,,
1184,487,8729,2022-01-13,88,"6,109.69",,537652.72,537652.72,cash,37,,
1185,542,4598,2023-04-12,84,"2,501.41",,210118.44,210118.44,credit card,229,676222790561133476,maestro
1186,300,3333,2022-11-23,99,"5,974.36",,591461.64,591461.64,credit card,22,201536262071020,maestro
1187,142,6943,2023-05-23,24,"9,182.29",,220374.96,220374.96,credit card,77,6759085713493824,maestro
1188,295,8832,2022-01-10,46,"1,870.10",,86024.6,86024.6,cash,842,,
1189,273,9864,2022-12-05,61,862.95,0.65,52639.95,34215.9675,credit card,472,3532281466394894,laser
1190,732,9019,2022-03-15,28,"4,600.87",,128824.36,128824.36,cash,787,,
1191,80,9088,2023-07-06,77,"7,277.07",0.86,560334.39,481887.5754,check,821,,
1192,65,6320,2023-11-07,42,"7,570.30",,317952.6,317952.6,credit card,813,3578441321843940,jcb
1193,400,8666,2023-11-09,55,177.00,0.41,9735,3991.35,credit card,235,5602255299434192,china-unionpay
1194,840,3228,2023-05-15,57,"8,479.61",,483337.77,483337.77,credit card,914,675907745732597276,bankcard
1195,560,2214,2022-05-19,39,"4,088.73",0.22,159460.47,35081.3034,cash,545,,
1196,131,5458,2022-05-26,8,"4,403.54",0.71,35228.32,25012.1072,check,245,,
1197,979,9648,2023-09-20,18,"9,081.97",0.30,163475.46,49042.638,check,947,,
1198,675,9691,2022-10-01,6,"1,898.86",0.72,11393.16,8203.0752,cash,341,,
1199,494,8362,2022-05-15,78,"4,996.70",,389742.6,389742.6,credit card,461,3577934207489011,jcb
1200,344,518,2022-04-08,55,"8,755.31",0.95,481542.05,457464.9475,cash,161,,
1201,870,7254,2023-10-02,52,392.43,0.71,20406.36,14488.5156,credit card,749,56022140718515901,china-unionpay
1202,51,528,2022-11-04,65,"7,772.23",,505194.95,505194.95,credit card,132,6767139844163846,solo
1203,337,4431,2023-11-06,43,"4,107.92",,176640.56,176640.56,credit card,870,3531589861358111,jcb
1204,414,7319,2023-11-25,77,"2,267.60",,174605.2,174605.2,credit card,723,5641823510261455,switch
1205,969,9536,2022-12-03,63,"2,832.10",0.35,178422.3,62447.805,credit card,52,201890696268144,jcb
1206,1000,8959,2022-06-21,19,745.41,0.63,14162.79,8922.5577,cash,10,,
1207,505,6978,2023-01-23,98,"8,764.77",0.75,858947.46,644210.595,credit card,51,5602259856026557,instapayment
1208,961,6418,2022-04-29,2,332.54,,665.08,665.08,credit card,96,5602248857958066,bankcard
1209,239,2402,2023-03-01,19,"2,415.36",,45891.84,45891.84,check,202,,
1210,535,5122,2022-04-13,81,"1,818.63",,147309.03,147309.03,credit card,603,4041371113719148,mastercard
1211,909,6921,2023-06-15,38,"5,267.18",0.55,200152.84,110084.062,credit card,364,372301802162588,americanexpress
1212,800,654,2022-11-23,68,"3,575.12",,243108.16,243108.16,credit card,661,5602256064932915,bankcard
1213,785,7673,2022-04-10,1,"1,088.05",,1088.05,1088.05,credit card,93,3551517564749695,jcb
1214,400,2861,2023-08-24,21,"8,198.90",,172176.9,172176.9,cash,95,,
1215,422,5356,2023-12-18,73,"6,848.14",,499914.22,499914.22,credit card,932,493687343994153238,visa
1216,653,3329,2022-02-11,46,"6,803.34",0.72,312953.64,225326.6208,credit card,950,3543678122135164,jcb
1217,985,395,2022-04-02,37,"7,472.26",,276473.62,276473.62,cash,544,,
1218,508,3608,2023-02-10,9,"8,935.01",,80415.09,80415.09,check,854,,
1219,426,9296,2023-11-03,21,"6,842.79",,143698.59,143698.59,credit card,865,3571828998807298,jcb
1220,313,9001,2023-05-05,82,"9,506.94",0.73,779569.08,569085.4284,credit card,299,201585478212589,diners-club-enroute
1221,588,8944,2023-05-20,74,"1,040.03",0.13,76962.22,10005.0886,credit card,819,3548102189873919,jcb
1222,797,185,2022-12-10,43,"3,875.52",,166647.36,166647.36,credit card,278,3542482990900614,visa
1223,942,8228,2022-04-13,37,"9,885.06",0.51,365747.22,186531.0822,credit card,557,3552922266844837,mastercard
1224,807,9078,2023-10-11,53,"9,340.92",,495068.76,495068.76,cash,19,,
1225,119,5983,2023-07-11,79,"1,472.70",0.41,116343.3,47700.753,credit card,426,3564553145788923,jcb
1226,280,5313,2023-01-01,73,"6,359.74",,464261.02,464261.02,check,255,,
1227,986,4101,2023-04-15,93,"9,471.36",,880836.48,880836.48,check,6,,
1228,903,7998,2022-09-25,91,"6,710.27",,610634.57,610634.57,check,850,,
1229,913,2076,2022-04-05,73,"8,546.78",0.72,623914.94,449218.7568,credit card,691,3559458180034067,jcb
1230,980,4574,2022-05-22,73,"8,342.25",,608984.25,608984.25,credit card,626,5288878910396416,mastercard
1231,944,3297,2022-06-02,66,154.06,,10167.96,10167.96,credit card,471,3585331523980270,jcb
1232,304,1496,2023-07-10,72,323.87,0.89,23318.64,20753.5896,check,549,,
1233,981,849,2023-10-01,20,"5,174.15",,103483,103483,check,224,,
1234,318,3773,2022-03-30,88,"2,864.58",0.51,252083.04,128562.3504,credit card,524,3549740033598494,jcb
1235,305,4808,2023-08-15,29,"9,104.25",,264023.25,264023.25,credit card,34,5548878335397185,diners-club-us-ca
1236,837,943,2023-02-11,90,"5,178.21",,466038.9,466038.9,cash,710,,
1237,302,311,2023-08-26,58,"9,115.78",,528715.24,528715.24,check,497,,
1238,853,6198,2022-06-20,2,"6,916.77",,13833.54,13833.54,credit card,737,5562585526744072,mastercard
1239,385,2255,2023-08-12,47,"6,411.11",0.95,301322.17,286256.0615,cash,768,,
1240,277,455,2023-02-19,33,"8,697.34",0.34,287012.22,97584.1548,credit card,395,3585444412972603,jcb
1241,54,9144,2022-10-05,100,200.83,0.22,20083,4418.26,cash,241,,
1242,36,1039,2022-11-29,56,"3,184.59",,178337.04,178337.04,credit card,68,5598888593709269,mastercard
1243,88,6564,2022-09-04,57,"1,273.83",,72608.31,72608.31,credit card,337,3536446857583159,jcb
1244,389,9415,2022-06-22,45,"8,201.72",,369077.4,369077.4,cash,652,,
1245,684,8203,2023-02-18,76,"8,567.38",0.53,651120.88,345094.0664,credit card,266,3537258073351645,bankcard
1246,256,5338,2022-08-22,61,"6,848.67",,417768.87,417768.87,credit card,229,30565551520980,diners-club-carte-blanche
1247,437,6368,2022-03-08,79,"8,548.57",0.38,675337.03,256628.0714,credit card,759,6706158192355342206,mastercard
1248,770,9891,2022-07-27,80,"5,817.76",,465420.8,465420.8,cash,798,,
1249,18,2563,2022-08-28,42,"1,640.47",0.95,68899.74,65454.753,credit card,610,6396681495146900,instapayment
1250,82,8771,2023-10-20,23,"4,454.05",,102443.15,102443.15,credit card,977,3538137527177823,diners-club-us-ca
1251,349,10000,2022-12-23,18,"6,860.79",,123494.22,123494.22,credit card,3,6377580378187499,instapayment
1252,175,5345,2022-10-27,60,"9,522.72",0.81,571363.2,462804.192,credit card,163,50188908949914132,china-unionpay
1253,197,1781,2023-09-07,29,"3,685.62",0.01,106882.98,1068.8298,cash,624,,
1254,206,6615,2022-06-09,87,"5,998.29",,521851.23,521851.23,credit card,28,6759849507997305739,switch
1255,566,3209,2022-02-25,96,"9,096.89",0.61,873301.44,532713.8784,credit card,832,67599142257551776,maestro
1256,879,2519,2023-06-13,92,"9,127.31",0.64,839712.52,537416.0128,check,112,,
1257,18,3408,2023-07-30,24,"8,791.26",,210990.24,210990.24,cash,721,,
1258,49,2002,2022-10-04,50,"7,746.37",0.66,387318.5,255630.21,cash,794,,
1259,21,4176,2022-11-09,99,"8,381.30",,829748.7,829748.7,credit card,37,4508194307322214,visa-electron
1260,31,8653,2022-10-21,37,302.85,,11205.45,11205.45,cash,293,,
1261,160,636,2023-05-25,39,"9,408.99",0.33,366950.61,121093.7013,credit card,43,374916046252800,americanexpress
1262,708,4512,2022-04-22,18,"7,313.33",,131639.94,131639.94,credit card,170,337941638248509,diners-club-carte-blanche
1263,395,8551,2023-10-30,73,"2,098.74",,153208.02,153208.02,credit card,748,36338269945368,diners-club-international
1264,934,7521,2023-02-11,63,"7,918.26",,498850.38,498850.38,cash,456,,
1265,928,4828,2023-04-22,95,"2,678.41",,254448.95,254448.95,credit card,206,5512510187693526,diners-club-us-ca
1266,62,7206,2023-04-26,42,"8,063.76",,338677.92,338677.92,credit card,331,3566558932850115,jcb
1267,684,5696,2023-01-04,77,"6,831.17",,526000.09,526000.09,credit card,106,343386625212641,bankcard
1268,788,2834,2023-01-06,61,"9,021.06",,550284.66,550284.66,credit card,691,676787162260770965,solo
1269,629,9340,2023-04-29,84,"2,227.88",0.75,187141.92,140356.44,check,644,,
1270,972,7469,2023-06-14,3,"9,283.05",0.76,27849.15,21165.354,credit card,63,201993272469993,diners-club-enroute
1271,194,8982,2023-07-16,47,"1,495.04",,70266.88,70266.88,credit card,860,3559863996520094,jcb
1272,241,8454,2022-08-31,26,"9,519.46",0.21,247505.96,51976.2516,credit card,593,6380691678633341,instapayment
1273,151,718,2023-11-12,31,697.93,0.50,21635.83,10817.915,credit card,790,4175001436781222,visa-electron
1274,247,4898,2023-03-12,83,"5,478.88",,454747.04,454747.04,credit card,178,4508761523920565,visa-electron
1275,552,8614,2023-04-22,91,961.38,0.57,87485.58,49866.7806,cash,922,,
1276,532,7331,2022-11-05,6,766.76,0.72,4600.56,3312.4032,credit card,700,374622004856836,americanexpress
1277,602,7543,2022-03-05,56,"3,579.13",,200431.28,200431.28,cash,485,,
1278,358,4057,2023-07-30,49,"4,217.55",0.80,206659.95,165327.96,credit card,427,3564883283502640,jcb
1279,724,7962,2022-04-05,11,"1,126.07",,12386.77,12386.77,credit card,994,6771489158810308,laser
1280,722,7383,2023-02-09,3,"1,100.87",,3302.61,3302.61,cash,529,,
1281,469,3468,2023-08-21,80,"9,830.19",,786415.2,786415.2,credit card,564,3538664498235751,china-unionpay
1282,666,2373,2023-09-03,33,"5,466.06",,180379.98,180379.98,credit card,689,4903278142814617,switch
1283,129,2309,2022-10-06,61,"1,581.01",,96441.61,96441.61,credit card,619,5100136142138288,mastercard
1284,731,8652,2023-12-04,64,"3,862.17",,247178.88,247178.88,credit card,659,3530790013126619,jcb
1285,370,9444,2023-12-10,32,"6,008.23",,192263.36,192263.36,credit card,513,3545319632058061,instapayment
1286,580,9702,2023-02-14,81,"2,076.88",0.55,168227.28,92525.004,credit card,359,6382612759048918,jcb
1287,898,5638,2023-10-29,71,"9,798.33",0.82,695681.43,570458.7726,credit card,981,5549092295104453,diners-club-us-ca
1288,395,8074,2022-04-10,23,"5,556.33",,127795.59,127795.59,credit card,624,374622894791952,americanexpress
1289,952,6184,2022-01-05,79,785.18,0.45,62029.22,27913.149,check,468,,
1290,64,8836,2022-03-20,15,"7,886.59",0.99,118298.85,117115.8615,credit card,557,6759991369954411190,switch
1291,469,7357,2023-02-10,20,"9,939.59",,198791.8,198791.8,credit card,744,3589031201154901,jcb
1292,11,8251,2022-09-03,73,658.43,0.57,48065.39,27397.2723,credit card,817,3558453190845801,jcb
1293,42,8860,2022-06-14,50,"6,950.86",0.86,347543,298886.98,cash,594,,
1294,3,3537,2022-04-05,87,"4,090.22",,355849.14,355849.14,credit card,238,6759829231012295312,maestro
1295,19,9960,2022-01-11,64,"9,616.16",,615434.24,615434.24,cash,75,,
1296,792,568,2022-04-01,65,"6,068.76",0.66,394469.4,260349.804,credit card,216,3556029596476524,visa
1297,787,3748,2023-10-10,55,"7,588.60",0.37,417373,154428.01,credit card,47,4041594924752129,visa
1298,113,2795,2022-02-28,2,"9,467.11",0.98,18934.22,18555.5356,cash,284,,
1299,37,1459,2023-05-12,78,"4,083.60",,318520.8,318520.8,credit card,726,3531253309168968,switch
1300,257,372,2023-04-09,49,"9,444.46",,462778.54,462778.54,credit card,497,3584043952306387,jcb
1301,71,2825,2023-11-11,74,"3,088.20",0.13,228526.8,29708.484,credit card,320,372301304062914,americanexpress
1302,158,4995,2022-05-22,47,"1,322.34",0.22,62149.98,13672.9956,check,420,,
1303,293,9196,2023-03-05,45,"7,932.61",,356967.45,356967.45,credit card,746,201936328463346,diners-club-enroute
1304,708,2117,2022-05-23,69,"8,536.66",,589029.54,589029.54,check,42,,
1305,436,5373,2023-10-31,37,"4,737.47",,175286.39,175286.39,credit card,770,3551993582179209,jcb
1306,434,9267,2023-10-16,5,"3,065.18",0.95,15325.9,14559.605,cash,154,,
1307,846,416,2023-09-12,95,"3,948.36",0.65,375094.2,243811.23,credit card,929,3529987941063020,instapayment
1308,756,7013,2023-07-15,83,932.36,,77385.88,77385.88,credit card,393,30549251496360,diners-club-carte-blanche
1309,255,9332,2023-12-27,31,"5,494.04",,170315.24,170315.24,credit card,484,3574583220144815,laser
1310,528,4906,2023-01-14,35,"9,140.05",0.90,319901.75,287911.575,cash,940,,
1311,105,9950,2022-09-24,76,"6,554.96",,498176.96,498176.96,credit card,593,3575503245509858,diners-club-us-ca
1312,176,3097,2022-07-27,100,"4,811.22",,481122,481122,credit card,962,670930091015865805,laser
1313,146,5968,2022-10-24,80,750.77,0.67,60061.6,40241.272,credit card,480,5641820000196720,visa-electron
1314,88,3723,2022-05-09,20,"6,036.67",,120733.4,120733.4,credit card,525,5602256712424939675,maestro
1315,20,9269,2023-05-23,25,"5,264.70",,131617.5,131617.5,credit card,669,4508245203244447,visa-electron
1316,256,556,2022-09-15,33,"4,094.92",0.74,135132.36,99997.9464,credit card,176,3536800976883504,jcb
1317,302,130,2022-01-10,87,"9,255.01",,805185.87,805185.87,credit card,436,3552894217472929,jcb
1318,357,821,2023-08-28,2,"3,593.20",,7186.4,7186.4,credit card,667,4911534002717427,diners-club-us-ca
1319,567,2621,2023-02-20,63,551.01,,34713.63,34713.63,credit card,354,3556321942777980,jcb
1320,187,8581,2022-02-17,74,"5,708.07",0.17,422397.18,71807.5206,cash,780,,
1321,66,8582,2023-12-03,83,"8,249.25",,684687.75,684687.75,credit card,745,3564794015962178,jcb
1322,233,7948,2023-11-22,93,"2,193.92",,204034.56,204034.56,credit card,529,30469501143474,china-unionpay
1323,544,6804,2022-03-28,20,"8,915.83",0.52,178316.6,92724.632,credit card,780,3565842192437313,jcb
1324,787,2481,2023-03-12,4,"1,709.10",0.25,6836.4,1709.1,check,761,,
1325,918,1378,2022-09-11,78,384.80,,30014.4,30014.4,cash,719,,
1326,278,6573,2023-04-30,29,"5,219.92",0.69,151377.68,104450.5992,credit card,620,3545587060952019,jcb
1327,63,1118,2022-08-23,14,"9,773.98",0.67,136835.72,91679.9324,credit card,257,6334796193258685,solo
1328,88,8833,2023-07-29,12,"3,916.94",,47003.28,47003.28,credit card,136,3558827043555636,jcb
1329,594,1666,2022-10-25,52,"9,225.19",,479709.88,479709.88,credit card,203,3578480722658895,jcb
1330,146,2114,2022-05-05,43,"5,787.76",,248873.68,248873.68,credit card,498,5018200499097330,switch
1331,527,2656,2022-09-01,6,"9,577.67",,57466.02,57466.02,check,626,,
1332,478,4021,2023-03-09,61,"9,230.29",,563047.69,563047.69,credit card,924,3550054143127558,jcb
1333,630,7970,2023-05-20,31,"5,837.04",0.42,180948.24,75998.2608,credit card,674,374288006785421,americanexpress
1334,30,7545,2022-06-13,58,"5,452.37",,316237.46,316237.46,credit card,418,3585332192008443,jcb
1335,707,8933,2022-05-05,54,"2,098.35",0.81,113310.9,91781.829,cash,211,,
1336,695,5380,2022-10-04,11,"7,357.89",,80936.79,80936.79,credit card,793,3583307186193759,diners-club-international
1337,1,1623,2023-11-07,60,"3,943.75",,236625,236625,check,159,,
1338,469,5022,2023-07-21,22,"1,738.89",0.38,38255.58,14537.1204,credit card,723,3586101714774991,jcb
1339,383,1054,2023-02-20,76,243.30,,18490.8,18490.8,credit card,640,5048375266990687,mastercard
1340,209,5073,2023-03-14,100,"4,909.28",,490928,490928,credit card,121,3549720545705670,switch
1341,441,582,2023-03-24,5,"1,955.27",0.61,9776.35,5963.5735,credit card,931,6304385747981335,laser
1342,411,139,2022-02-07,95,"1,179.56",,112058.2,112058.2,credit card,50,30073881108808,solo
1343,794,1321,2023-08-12,39,391.58,0.44,15271.62,6719.5128,credit card,545,5610070220580744,visa-electron
1344,641,2322,2023-10-30,60,"7,619.39",0.99,457163.4,452591.766,credit card,803,3542218082557593,mastercard
1345,350,9972,2022-08-26,11,"4,159.07",,45749.77,45749.77,cash,16,,
1346,273,8538,2022-01-26,73,"1,184.03",,86434.19,86434.19,credit card,362,3536984803772450,jcb
1347,875,7560,2023-03-24,14,"2,739.81",,38357.34,38357.34,check,781,,
1348,236,3359,2022-07-14,44,"5,079.26",,223487.44,223487.44,credit card,684,4405905784955869,visa-electron
1349,991,3267,2023-09-19,73,"8,527.18",,622484.14,622484.14,credit card,975,4911937604799992,switch
1350,245,2696,2023-05-21,24,"4,244.72",0.75,101873.28,76404.96,cash,427,,
1351,194,2892,2023-08-28,30,"6,881.64",,206449.2,206449.2,credit card,327,490356936287714834,diners-club-us-ca
1352,390,5719,2023-02-14,97,"1,062.05",,103018.85,103018.85,credit card,326,4917943230812724,visa-electron
1353,588,5715,2022-11-16,43,"2,848.57",,122488.51,122488.51,credit card,326,201936747123950,diners-club-enroute
1354,955,6750,2022-02-18,50,"1,521.01",,76050.5,76050.5,credit card,567,3554674766532333,jcb
