user_id,first_name,last_name,email,phone_number,address,city,state,postal_code,country,date_of_birth,gender,nationality,job_title,department,salary,hire_date,termination_date,manager_id,employee_status,performance_rating,work_location,employee_type,employee_id,supervisor_id
269,Annnora,Braybrook,abraybrook7g@wufoo.com,457-491-1942,6 Cardinal Lane,Tanshan,,,China,3/10/1984,Female,China,Clinical Specialist,Marketing,171003.91,5/20/2010,1/1/2000,269,On Leave,2.8,Remote,Full-time,269,269
270,Aguistin,Couth,acouth7h@cbslocal.com,167-590-2126,680 Fairfield Hill,Muang Long,,,Laos,11/15/1987,Male,Croatia,Staff Scientist,Training,90368.36,8/15/2012,4/2/2006,270,On Leave,3.6,Remote,Contract,270,270
271,Sephira,Aylmore,saylmore7i@sciencedirect.com,541-413-8662,403 Rockefeller Park,Ponggok,,,Indonesia,12/20/1983,Genderqueer,Indonesia,Assistant Media Planner,Product Management,104611.32,6/19/2016,11/1/2009,271,Inactive,2.8,Branch Office,Contract,271,271
272,Adiana,Berridge,aberridge7j@histats.com,335-450-3408,8 Mccormick Street,Baofeng,,,China,4/27/1961,Female,Venezuela,Dental Hygienist,Training,88312.07,8/1/2009,2/8/2017,272,Inactive,2.6,Headquarters,Contract,272,272
273,Eolande,Caldicot,ecaldicot7k@princeton.edu,288-635-5547,31 Green Ridge Avenue,Sunduk,,,Indonesia,7/15/1964,Female,Poland,Marketing Assistant,Product Management,177186.49,11/14/2017,12/22/2003,273,Inactive,3.8,Headquarters,Part-time,273,273
274,Rudyard,MacKinnon,rmackinnon7l@adobe.com,283-681-6258,58 Pond Center,Antsohihy,,,Madagascar,12/17/1970,Male,Turkmenistan,Web Designer IV,Legal,130327.39,2/20/2019,9/2/2007,274,On Leave,1.2,Remote,Full-time,274,274
275,Anabelle,Sanchiz,asanchiz7m@loc.gov,241-941-1942,9 Jackson Park,Zhangcun,,,China,4/25/1984,Female,Poland,Electrical Engineer,Accounting,140350.61,4/3/2003,7/27/2002,275,Active,2.6,Headquarters,Full-time,275,275
276,Flemming,Jinda,fjinda7n@vimeo.com,836-397-8701,94 Haas Avenue,Kalininaul,,368157,Russia,11/3/1974,Male,Ukraine,Help Desk Technician,Support,96943.18,1/11/2019,4/28/2010,276,Active,5.0,Headquarters,Contract,276,276
277,Marcellus,Enterlein,menterlein7o@tmall.com,189-685-0149,67103 Anderson Drive,Arpajon,Île-de-France,91295 CEDEX,France,3/17/1956,Male,Brazil,Help Desk Operator,Legal,27917.95,12/1/2017,4/11/2020,277,On Leave,3.4,Branch Office,Contract,277,277
278,Wallie,Tomsett,wtomsett7p@springer.com,342-408-2702,57877 Anhalt Point,Lingyang,,,China,9/10/1964,Genderqueer,China,Nurse,Product Management,118289.05,3/12/2009,2/21/2016,278,Inactive,2.3,Branch Office,Contract,278,278
279,Alyosha,Pettus,apettus7q@skype.com,772-169-5772,9126 Lawn Lane,Rembes,,,Indonesia,9/11/1982,Male,Poland,Mechanical Systems Engineer,Engineering,194460.3,1/6/2006,8/25/2011,279,Active,1.6,Branch Office,Contract,279,279
280,Noble,Carlens,ncarlens7r@ovh.net,931-895-6543,547 Vahlen Pass,Yongfeng,,,China,4/16/1996,Male,China,Sales Associate,Engineering,103483.18,3/26/2007,6/8/2021,280,Inactive,4.7,Remote,Full-time,280,280
281,Gav,Arnefield,garnefield7s@imageshack.us,129-204-6545,5562 Katie Plaza,El Caño,,,Panama,2/16/1961,Male,China,Senior Sales Associate,Engineering,49604.62,10/12/2004,4/6/2010,281,Inactive,4.6,Branch Office,Full-time,281,281
282,Norrie,Casaroli,ncasaroli7t@ftc.gov,147-869-1774,2 Del Sol Drive,Keti Bandar,,17031,Pakistan,6/10/1978,Female,Indonesia,Analog Circuit Design manager,Business Development,182870.83,8/20/2004,8/26/2014,282,Inactive,3.1,Headquarters,Contract,282,282
283,Lulita,Rahill,lrahill7u@liveinternet.ru,680-480-2295,993 Mitchell Trail,Kuilehe,,,China,1/30/1985,Female,Benin,Safety Technician III,Accounting,193901.35,2/18/2005,7/31/2010,283,Inactive,3.1,Branch Office,Contract,283,283
284,Berne,Harbertson,bharbertson7v@salon.com,365-486-1865,3594 Brown Court,Jaciara,,78820-000,Brazil,9/15/1957,Male,Guatemala,Software Consultant,Support,113426.56,1/31/2011,8/30/2007,284,On Leave,2.0,Branch Office,Part-time,284,284
285,Rois,Capaldi,rcapaldi7w@yahoo.com,165-723-3943,67 Miller Parkway,Rennes,Bretagne,35022 CEDEX 2,France,3/4/1980,Female,Canada,Analog Circuit Design manager,Engineering,179037.9,7/1/2021,3/16/2022,285,Active,3.7,Remote,Part-time,285,285
286,Cherice,Snedker,csnedker7x@weather.com,474-596-2101,40 Spenser Alley,Västerås,Västmanland,721 32,Sweden,7/28/1951,Female,Latvia,Dental Hygienist,Services,61449.87,9/24/2004,7/22/2021,286,On Leave,3.2,Remote,Full-time,286,286
287,Lana,Chipchase,lchipchase7y@newsvine.com,881-604-5077,41343 Roxbury Street,Ban Na,,26110,Thailand,3/17/1985,Female,Guam,Media Manager I,Sales,46811.96,11/5/2020,5/18/2012,287,Inactive,2.8,Branch Office,Part-time,287,287
288,Gabi,Fell,gfell7z@salon.com,788-530-2981,3809 Kensington Pass,Barrouallie,,,Saint Vincent and the Grenadines,11/3/1991,Female,Philippines,Senior Sales Associate,Support,164974.71,7/25/2010,2/17/2001,288,Inactive,2.5,Headquarters,Part-time,288,288
289,Justinn,Fobidge,jfobidge80@kickstarter.com,835-985-2883,1656 Oak Alley,Tomay Kichwa,,,Peru,1/4/1983,Female,Zambia,Software Engineer III,Engineering,99401.1,4/17/2005,6/4/2014,289,Active,2.0,Headquarters,Full-time,289,289
290,Jolynn,Uppett,juppett81@people.com.cn,841-477-0404,59 Linden Road,Ożarowice,,42-625,Poland,12/4/1953,Female,China,Account Representative II,Sales,170212.33,2/28/2000,11/14/2001,290,On Leave,1.3,Headquarters,Full-time,290,290
291,Hyatt,Pleasants,hpleasants82@blogspot.com,484-909-3453,2 Valley Edge Parkway,Babice,,37-754,Poland,11/20/1975,Male,Palestinian Territory,Senior Sales Associate,Research and Development,155605.58,1/22/2015,7/15/2009,291,On Leave,1.3,Branch Office,Contract,291,291
292,Bernadine,Pocock,bpocock83@list-manage.com,595-340-4322,0 Village Green Junction,Heerlen,Provincie Limburg,6414,Netherlands,3/22/1958,Female,China,Librarian,Business Development,46522.96,3/6/2012,7/9/2021,292,Inactive,1.5,Branch Office,Part-time,292,292
293,Johanna,Sweatland,jsweatland84@usgs.gov,363-545-3511,74040 Sommers Lane,Hongkeli,,,China,11/29/1966,Female,Philippines,Community Outreach Specialist,Marketing,139090.58,3/31/2019,7/29/2013,293,Active,4.8,Remote,Part-time,293,293
294,Ortensia,Spyvye,ospyvye85@de.vu,926-718-7792,2 Basil Parkway,Várzea da Serra,Viseu,3610-193,Portugal,3/29/1980,Female,Slovenia,Financial Advisor,Marketing,101274.76,9/28/2003,5/24/2009,294,Active,2.7,Headquarters,Contract,294,294
295,Antons,Fairbourn,afairbourn86@sourceforge.net,196-120-2851,94791 Algoma Court,Haicheng,,,China,6/14/1996,Non-binary,Egypt,Media Manager I,Product Management,54705.42,12/22/2009,7/15/2014,295,Active,4.7,Branch Office,Contract,295,295
296,Loren,Howcroft,lhowcroft87@dyndns.org,608-674-3240,6955 Raven Hill,Muikamachi,,990-0054,Japan,1/29/1997,Female,France,Data Coordinator,Engineering,155267.02,11/23/2010,3/14/2022,296,Inactive,1.7,Remote,Contract,296,296
297,Kayley,Edgin,kedgin88@edublogs.org,970-483-5337,762 Morning Parkway,Dongchen,,,China,2/25/1995,Female,Kazakhstan,Internal Auditor,Marketing,70547.88,3/12/2008,3/29/2020,297,Active,3.5,Headquarters,Part-time,297,297
298,Dru,Volette,dvolette89@washingtonpost.com,605-429-6449,558 Thackeray Crossing,Sūrān,,,Iran,10/19/1963,Male,South Korea,Marketing Manager,Product Management,146041.84,1/3/2016,3/6/2002,298,Inactive,2.2,Branch Office,Full-time,298,298
299,Lyle,McFall,lmcfall8a@eventbrite.com,634-625-5906,3230 Kropf Place,Viļaka,,,Latvia,10/22/1990,Male,France,Quality Engineer,Product Management,80455.42,10/16/2000,7/18/2016,299,Active,3.6,Branch Office,Part-time,299,299
300,Hedda,Campanelle,hcampanelle8b@storify.com,886-593-5696,618 Stoughton Place,Bronnitsy,,142451,Russia,5/23/1972,Genderqueer,Indonesia,Engineer II,Sales,72797.77,7/13/2012,2/5/2017,300,Inactive,2.2,Headquarters,Full-time,300,300
301,Sheilakathryn,Miche,smiche8c@shinystat.com,736-654-9082,02 Lukken Place,Pamedilan,,,Indonesia,4/22/1953,Female,Greece,Executive Secretary,Support,158602.09,6/28/2015,1/24/2007,301,Active,1.7,Branch Office,Part-time,301,301
302,Shaine,Scraney,sscraney8d@ted.com,531-807-5582,739 Waxwing Drive,Dancheng,,,China,11/15/1970,Female,China,Structural Engineer,Human Resources,72002.19,9/7/2012,7/24/2001,302,On Leave,2.6,Branch Office,Full-time,302,302
303,Dacie,Ribchester,dribchester8e@marketwatch.com,713-133-2371,6775 Farragut Point,Chilecito,,3412,Argentina,3/8/1952,Female,Indonesia,Statistician I,Engineering,176569.51,3/13/2010,9/20/2003,303,Inactive,3.1,Remote,Contract,303,303
304,Carolyn,Fells,cfells8f@china.com.cn,119-175-1850,305 Mandrake Hill,Elverum,Hedmark,2418,Norway,11/27/1987,Female,China,Research Associate,Training,138279.65,4/21/2015,11/27/2002,304,On Leave,4.7,Headquarters,Contract,304,304
305,Eadmund,Lackney,elackney8g@house.gov,280-295-7476,4 Montana Trail,Maoping,,,China,9/26/1957,Male,Russia,Accountant IV,Research and Development,92473.19,4/7/2016,10/6/2006,305,Active,1.6,Headquarters,Contract,305,305
306,Kiersten,MacElholm,kmacelholm8h@elegantthemes.com,344-810-8296,75296 Pine View Avenue,Nīca,,,Latvia,2/28/1954,Female,Kazakhstan,Account Executive,Human Resources,104364.76,12/20/2015,12/19/2007,306,Inactive,4.4,Remote,Contract,306,306
307,Marlowe,MacGuigan,mmacguigan8i@naver.com,308-951-2028,87 Arkansas Center,Shuidong,,,China,3/11/1983,Male,Philippines,Account Representative IV,Engineering,154847.98,9/16/2012,3/14/2005,307,Active,4.6,Headquarters,Contract,307,307
308,Jaquenette,Shewen,jshewen8j@rakuten.co.jp,471-875-3417,731 Stone Corner Road,Serzedelo,Braga,4765-497,Portugal,5/22/2001,Female,Brazil,Social Worker,Sales,114215.44,2/17/2011,4/12/2009,308,On Leave,4.0,Headquarters,Part-time,308,308
309,Tyson,Ast,tast8k@exblog.jp,738-486-5398,72866 Bellgrove Crossing,Aswan,,,Egypt,5/19/1976,Male,Vietnam,Senior Cost Accountant,Research and Development,142484.95,12/10/2018,12/22/2002,309,On Leave,2.6,Remote,Full-time,309,309
310,Sarena,Locker,slocker8l@yellowbook.com,996-349-9519,85228 Dapin Place,Qianxu Zhen,,,China,1/16/1994,Female,Greece,Senior Sales Associate,Support,22162.76,1/15/2019,9/23/2004,310,Active,3.8,Branch Office,Part-time,310,310
311,Filmer,Durnall,fdurnall8m@webnode.com,599-537-5720,513 Bunker Hill Plaza,Jibu Hulangtu,,,China,12/10/1953,Male,Czech Republic,Sales Associate,Business Development,141474.9,6/2/2015,9/4/2016,311,Active,2.7,Headquarters,Part-time,311,311
312,Stephana,McIlwraith,smcilwraith8n@unicef.org,516-128-4270,85697 Oneill Lane,Manila,,1699,Philippines,1/27/1973,Female,Malawi,Senior Financial Analyst,Human Resources,186204.32,11/30/2017,12/2/2021,312,On Leave,2.5,Branch Office,Full-time,312,312
313,Early,Coatsworth,ecoatsworth8o@webeden.co.uk,965-621-2104,306 Marquette Lane,Conceição das Alagoas,,38120-000,Brazil,5/27/1959,Male,Sweden,Quality Engineer,Engineering,85656.48,5/31/2006,5/31/2011,313,Inactive,4.6,Headquarters,Full-time,313,313
314,Aridatha,Sirkett,asirkett8p@yellowbook.com,570-445-1444,416 Washington Junction,Corticeiro de Baixo,Coimbra,3070-635,Portugal,1/3/1980,Female,Myanmar,Registered Nurse,Legal,159187.81,1/6/2003,5/17/2013,314,On Leave,4.9,Remote,Full-time,314,314
315,Rowland,Veeler,rveeler8q@cnbc.com,832-309-0424,33 Weeping Birch Crossing,Kungsbacka,Halland,434 95,Sweden,1/24/1994,Genderqueer,Finland,Financial Analyst,Accounting,72190.05,11/14/2000,11/3/2020,315,Inactive,3.7,Branch Office,Part-time,315,315
316,Rozella,Huntingford,rhuntingford8r@wikipedia.org,441-577-6819,5358 Park Meadow Avenue,Nikulino,,141662,Russia,2/15/1971,Female,China,General Manager,Product Management,23083.41,6/7/2010,1/9/2021,316,Inactive,2.2,Remote,Contract,316,316
317,Bernie,Klaaassen,bklaaassen8s@washington.edu,234-625-3820,12 Dapin Alley,Budapest,Budapest,1147,Hungary,2/23/1976,Bigender,South Africa,VP Sales,Support,75213.37,3/26/2018,7/22/2005,317,On Leave,1.8,Remote,Full-time,317,317
318,Winnah,Tallow,wtallow8t@yahoo.co.jp,164-330-4819,05 Trailsway Court,Jiaoxiyakou,,,China,10/28/2000,Female,Canada,Research Assistant III,Sales,111189.24,4/29/2009,5/29/2003,318,Inactive,5.0,Branch Office,Part-time,318,318
319,Shana,Lanfranchi,slanfranchi8u@uol.com.br,790-181-3746,46214 Truax Parkway,Yinla,,,China,7/4/1981,Female,Ukraine,Staff Accountant III,Human Resources,93424.07,11/5/2010,11/27/2011,319,Inactive,3.0,Headquarters,Full-time,319,319
320,Aldis,Brookshaw,abrookshaw8v@techcrunch.com,579-249-9299,1 Alpine Terrace,Santa Eulália,Braga,4620-526,Portugal,9/19/1965,Male,Tunisia,Paralegal,Services,58657.81,8/10/2015,11/4/2022,320,On Leave,4.7,Remote,Part-time,320,320
321,Ara,De Andreis,adeandreis8w@soundcloud.com,789-170-4894,3133 Raven Point,Oslo,Oslo,0506,Norway,5/11/1962,Female,Russia,Statistician III,Research and Development,167127.07,6/14/2004,11/12/2017,321,Inactive,2.4,Remote,Contract,321,321
322,Lavina,Malacrida,lmalacrida8x@weebly.com,940-134-8621,9784 Meadow Vale Point,Molteno,,5500,South Africa,3/18/1958,Female,Sweden,Chief Design Engineer,Product Management,29690.22,1/21/2014,10/5/2018,322,Active,2.7,Branch Office,Part-time,322,322
323,Harold,Lusty,hlusty8y@liveinternet.ru,638-275-7448,3984 Corben Trail,Sapat,,,Indonesia,1/28/1972,Male,United States,Senior Editor,Research and Development,145059.42,2/12/2015,2/24/2009,323,On Leave,4.1,Remote,Part-time,323,323
324,Leah,Peto,lpeto8z@nydailynews.com,939-947-5855,71549 Fulton Lane,Lucapa,,,Angola,9/16/1954,Bigender,Cuba,Human Resources Assistant II,Training,193114.58,10/28/2001,1/14/2021,324,Active,4.8,Branch Office,Contract,324,324
325,Hewie,Vigne,hvigne90@cornell.edu,296-449-9540,3719 Tennessee Lane,Khirdalan,,,Azerbaijan,9/4/1958,Male,Czech Republic,Software Engineer IV,Support,143091.26,8/26/2000,7/20/2021,325,Inactive,3.3,Branch Office,Full-time,325,325
326,Gusella,Cockerton,gcockerton91@ted.com,855-663-8263,1 Meadow Ridge Street,Bonao,,11302,Dominican Republic,1/17/1985,Female,Portugal,Pharmacist,Services,165301.28,12/18/2004,8/1/2019,326,Active,2.0,Remote,Contract,326,326
327,Aida,Ciccarello,aciccarello92@4shared.com,528-809-3961,28 Nelson Lane,Licupis,,,Peru,6/27/1981,Female,Poland,Payment Adjustment Coordinator,Engineering,166232.61,1/12/2000,10/14/2021,327,Inactive,2.7,Branch Office,Contract,327,327
328,Annnora,Hartnup,ahartnup93@mozilla.com,776-531-1077,6766 Southridge Alley,Strömsund,Jämtland,833 34,Sweden,9/20/1957,Female,China,Electrical Engineer,Human Resources,46914.75,3/6/2003,4/20/2016,328,Inactive,2.9,Remote,Full-time,328,328
329,Winston,Sudy,wsudy94@msn.com,996-279-6055,3 Debra Place,Bozkow,,51-376,Poland,7/6/1965,Male,France,Assistant Professor,Business Development,99056.08,4/28/2017,7/4/2002,329,Active,3.6,Headquarters,Contract,329,329
330,Cointon,Miranda,cmiranda95@jalbum.net,328-680-7446,3 Hansons Court,El Ksour,,,Tunisia,5/28/1970,Male,Russia,Help Desk Operator,Sales,167147.87,1/23/2005,7/25/2005,330,On Leave,1.3,Headquarters,Part-time,330,330
331,Celine,Ranvoise,cranvoise96@redcross.org,625-625-8447,8666 Loftsgordon Alley,Shangjie,,,China,9/21/1969,Female,Tanzania,Computer Systems Analyst II,Services,185281.68,7/10/2019,11/28/2005,331,Inactive,4.7,Remote,Full-time,331,331
332,Leontine,Brede,lbrede97@fc2.com,312-129-6245,4 Moose Crossing,Orikhiv,,,Ukraine,9/8/1968,Non-binary,Poland,Marketing Assistant,Engineering,179432.72,11/2/2009,6/22/2022,332,Inactive,1.4,Headquarters,Full-time,332,332
333,Bartlett,Dunster,bdunster98@myspace.com,676-589-6548,51945 Mcguire Way,Qixian,,,China,2/8/1977,Male,Ukraine,Office Assistant II,Business Development,144589.02,11/24/2016,5/26/2014,333,Active,3.0,Branch Office,Full-time,333,333
334,Faina,Feechum,ffeechum99@nyu.edu,721-340-1475,66525 Karstens Drive,Eslāmābād,,,Iran,4/15/1979,Female,Indonesia,Operator,Engineering,34736.61,4/30/2005,7/21/2014,334,Inactive,4.9,Remote,Part-time,334,334
335,Biron,Stanhope,bstanhope9a@bbc.co.uk,894-869-9182,77103 Old Gate Place,Yuyue,,,China,1/3/1952,Male,Poland,Graphic Designer,Product Management,172805.93,9/5/2001,6/11/2020,335,On Leave,3.6,Headquarters,Contract,335,335
336,Teddie,Sarle,tsarle9b@europa.eu,587-508-2266,72231 La Follette Street,Zhoukou,,,China,3/4/2001,Male,France,Registered Nurse,Sales,108438.73,9/20/2001,1/10/2018,336,Inactive,1.7,Branch Office,Full-time,336,336
337,Feodor,Dugan,fdugan9c@statcounter.com,980-391-4479,273 Sutherland Center,Ximapo,,,China,6/15/1961,Male,Poland,Junior Executive,Training,182388.81,4/10/2016,5/19/2006,337,Active,2.9,Remote,Contract,337,337
338,Min,Partington,mpartington9d@barnesandnoble.com,359-173-0461,67 Memorial Point,Ya‘bad,,,Palestinian Territory,3/23/1980,Female,China,Help Desk Operator,Human Resources,78614.86,4/23/2012,10/6/2019,338,Inactive,1.2,Branch Office,Contract,338,338
339,Bidget,Skym,bskym9e@goo.gl,709-567-1633,702 Debs Avenue,Tujing,,,China,6/22/1993,Female,Czech Republic,Quality Control Specialist,Engineering,96169.55,11/12/2001,3/21/2014,339,Inactive,1.6,Remote,Part-time,339,339
340,Cortie,Colly,ccolly9f@usatoday.com,448-320-3181,03040 Pearson Parkway,Sanpai,,,China,2/12/1971,Male,Malta,Quality Engineer,Services,78583.57,9/1/2002,10/23/2013,340,On Leave,2.1,Branch Office,Contract,340,340
341,Buddy,Nudds,bnudds9g@va.gov,163-594-0820,550 Portage Lane,Yong’an,,,China,6/13/1963,Male,China,Media Manager II,Product Management,166655.25,8/6/2012,4/13/2002,341,Inactive,1.6,Headquarters,Full-time,341,341
342,Martelle,Tembey,mtembey9h@altervista.org,613-438-5031,950 Carpenter Hill,Studénka,,742 13,Czech Republic,5/24/1985,Female,Kazakhstan,Human Resources Manager,Accounting,170436.48,7/6/2004,7/24/2011,342,On Leave,5.0,Headquarters,Part-time,342,342
343,Clemente,Matyja,cmatyja9i@phoca.cz,626-277-9856,02 Ridgeway Center,Tacuatí,,,Paraguay,6/23/1976,Male,Indonesia,Pharmacist,Training,53223.63,5/9/2012,11/16/2005,343,On Leave,3.6,Branch Office,Full-time,343,343
344,Gerda,Tilio,gtilio9j@theguardian.com,556-914-2326,9440 Mandrake Place,Drumcondra,,D11,Ireland,5/7/2001,Female,Syria,Help Desk Operator,Legal,150355.87,6/24/2017,10/5/2014,344,Active,2.5,Headquarters,Contract,344,344
345,Spike,Milnes,smilnes9k@thetimes.co.uk,329-835-4016,242 Clarendon Terrace,Simenqian,,,China,1/1/1956,Male,South Korea,Computer Systems Analyst IV,Human Resources,90677.88,5/8/2003,4/2/2006,345,Inactive,3.2,Branch Office,Part-time,345,345
346,Kelwin,Panner,kpanner9l@globo.com,153-372-8363,7 Garrison Terrace,Yongping,,,China,11/20/2002,Male,China,Speech Pathologist,Support,46152.3,12/22/2020,5/27/2002,346,Active,3.2,Remote,Contract,346,346
347,Maryellen,Hadden,mhadden9m@bloglines.com,306-420-6920,01536 Redwing Alley,Vardenik,,,Armenia,3/18/1952,Female,Indonesia,Actuary,Business Development,117099.27,6/30/2014,9/9/2005,347,Inactive,3.5,Headquarters,Contract,347,347
348,Bryon,Poundesford,bpoundesford9n@stanford.edu,409-309-7014,72810 Charing Cross Lane,Smyków,,26-212,Poland,11/29/1977,Male,Indonesia,Staff Scientist,Sales,162286.5,2/18/2018,1/24/2002,348,On Leave,3.4,Branch Office,Full-time,348,348
349,Grayce,Exposito,gexposito9o@si.edu,321-544-3655,0999 Alpine Point,Melbourne,Florida,32941,United States,9/24/1963,Female,Peru,Recruiter,Marketing,139279.59,7/16/2004,12/9/2019,349,Inactive,2.2,Branch Office,Full-time,349,349
350,Vladimir,Hardwicke,vhardwicke9p@scribd.com,293-626-6482,990 Lerdahl Plaza,Soba,,,Nigeria,10/19/1957,Male,Yemen,Geologist I,Accounting,159954.71,7/25/2015,10/11/2006,350,On Leave,3.1,Remote,Part-time,350,350
351,Laurianne,McKeefry,lmckeefry9q@ibm.com,974-724-9179,187 Ronald Regan Drive,Okocim,,32-865,Poland,9/4/1970,Female,Kazakhstan,Health Coach II,Accounting,125401.57,10/2/2018,11/9/2000,351,Inactive,4.2,Branch Office,Contract,351,351
352,Bartlet,Hylden,bhylden9r@china.com.cn,900-406-1351,11828 New Castle Way,Xinzheng,,,China,9/20/1983,Male,Indonesia,Nurse Practicioner,Services,135816.03,11/21/2007,9/22/2015,352,On Leave,4.0,Branch Office,Full-time,352,352
353,Tobin,Cromblehome,tcromblehome9s@geocities.jp,454-506-0936,21354 Debra Hill,Lukovë,,,Albania,1/20/1968,Male,Indonesia,Information Systems Manager,Legal,74095.99,3/21/2020,10/23/2009,353,Active,1.0,Branch Office,Full-time,353,353
354,Miller,Ingerfield,mingerfield9t@dailymotion.com,291-586-3564,6401 Merchant Hill,Qinglin,,,China,12/13/1978,Male,Brazil,Accounting Assistant IV,Business Development,165919.22,2/12/2020,5/9/2019,354,Inactive,1.1,Remote,Contract,354,354
355,Lisle,Berford,lberford9u@netvibes.com,173-689-0758,2123 Fallview Hill,Duncan,British Columbia,V9L,Canada,4/26/1990,Male,Indonesia,Programmer I,Training,189799.8,1/29/2011,11/25/2001,355,On Leave,1.1,Headquarters,Contract,355,355
356,Olin,Sodeau,osodeau9v@harvard.edu,480-563-5514,60 Portage Lane,Qianjin,,,China,9/6/1970,Male,Thailand,Biostatistician III,Human Resources,157868.58,4/16/2021,4/3/2022,356,Active,2.4,Branch Office,Part-time,356,356
357,Maryanne,Abrahmovici,mabrahmovici9w@desdev.cn,863-222-7529,03 Basil Way,Lac du Bonnet,Manitoba,H4S,Canada,1/9/1998,Female,China,Quality Control Specialist,Support,26340.8,2/9/2016,11/21/2008,357,Active,4.7,Branch Office,Part-time,357,357
358,Layla,Tongs,ltongs9x@hexun.com,600-816-3622,4 Declaration Court,Galán,,684058,Colombia,11/2/1994,Female,Indonesia,Account Coordinator,Product Management,153685.57,1/13/2013,6/13/2016,358,Inactive,3.0,Remote,Full-time,358,358
359,Caressa,Ygoe,cygoe9y@infoseek.co.jp,382-767-0097,07 Elka Center,San Juan,Mexico,56030,Mexico,2/8/1950,Female,China,Health Coach I,Training,175405.35,8/9/2003,4/24/2004,359,Inactive,2.1,Branch Office,Contract,359,359
360,Vernen,Heathorn,vheathorn9z@miitbeian.gov.cn,361-894-1604,03 Independence Court,San José,,17004,Guatemala,1/22/1961,Male,China,Senior Sales Associate,Marketing,154760.42,2/17/2006,3/17/2017,360,Active,2.6,Branch Office,Contract,360,360
361,Brien,Ummfrey,bummfreya0@pen.io,320-705-0056,764 Springs Street,Uchkeken,,369394,Russia,8/17/1950,Male,Indonesia,Account Representative III,Research and Development,73524.48,3/11/2012,6/1/2002,361,Active,3.0,Branch Office,Contract,361,361
362,Kurtis,Halso,khalsoa1@yandex.ru,571-165-3166,04 Hovde Place,Oinófyta,,,Greece,9/21/1957,Male,Indonesia,Analog Circuit Design manager,Training,117462.88,2/9/2022,5/23/2007,362,On Leave,4.1,Branch Office,Part-time,362,362
363,Raynard,Casaroli,rcasarolia2@weather.com,862-616-3291,5544 Fuller Place,Pendembu,,,Sierra Leone,6/11/1953,Male,Philippines,Account Executive,Training,106198.74,9/17/2017,1/10/2008,363,Inactive,3.2,Remote,Full-time,363,363
364,Alli,Snasel,asnasela3@nymag.com,373-701-9730,488 Comanche Street,Gavea,,89136-000,Brazil,12/30/1981,Non-binary,China,Software Engineer I,Training,155047.55,3/24/2017,12/22/2020,364,Active,3.4,Branch Office,Part-time,364,364
365,Billie,Goodee,bgoodeea4@unesco.org,577-739-3818,5773 Commercial Park,Novosel’ye,,,Belarus,6/25/1986,Female,Lithuania,Health Coach I,Research and Development,158814.08,5/30/2020,7/26/2009,365,Active,3.9,Headquarters,Contract,365,365
366,Karel,Hudless,khudlessa5@mac.com,110-739-2880,88 Sunnyside Circle,Ait Ali,Tizi-Ouzou,15103,Algeria,9/3/1981,Female,Peru,Editor,Business Development,128058.84,1/25/2018,4/3/2003,366,Active,2.3,Branch Office,Contract,366,366
367,Randie,Alleway,rallewaya6@xinhuanet.com,608-720-8304,1669 Dottie Crossing,Uchiza,,,Peru,6/18/1985,Female,Philippines,VP Product Management,Engineering,160964.25,8/15/2000,12/13/2011,367,Inactive,2.8,Remote,Contract,367,367
368,Anya,Klein,akleina7@tumblr.com,349-295-0023,9725 Mcguire Road,Granville,Basse-Normandie,50404 CEDEX,France,9/25/1992,Female,Russia,Statistician III,Product Management,26274.76,7/6/2001,1/9/2020,368,Active,3.5,Branch Office,Contract,368,368
369,Franciskus,Swarbrigg,fswarbrigga8@auda.org.au,590-708-3932,679 Hallows Avenue,Tegalsari,,,Indonesia,7/16/1962,Male,China,Quality Control Specialist,Accounting,37030.56,5/22/2022,8/20/2000,369,Active,2.7,Remote,Part-time,369,369
370,Bertie,Scruton,bscrutona9@fastcompany.com,392-147-2778,54 Elgar Hill,Ḩarīb,,,Yemen,8/24/1975,Male,China,Speech Pathologist,Marketing,181281.3,4/15/2016,4/30/2006,370,Inactive,4.6,Remote,Full-time,370,370
371,Dione,Kobelt,dkobeltaa@ucoz.ru,125-871-8182,5232 Mesta Hill,Tríkeri,,,Greece,1/16/1998,Genderfluid,Ukraine,Senior Sales Associate,Accounting,120749.43,8/27/2008,10/11/2010,371,Active,2.7,Remote,Full-time,371,371
372,Georgiana,Hothersall,ghothersallab@rakuten.co.jp,224-721-9915,61 Mcbride Point,Cuauhtemoc,Veracruz Llave,96880,Mexico,11/30/1962,Female,Poland,Chief Design Engineer,Marketing,125167.34,3/16/2006,8/3/2006,372,Inactive,3.4,Headquarters,Full-time,372,372
373,Nani,Crosseland,ncrosselandac@economist.com,899-762-6066,4 Artisan Trail,Yokkaichi,,960-0752,Japan,4/11/1978,Female,Philippines,Software Consultant,Product Management,188672.27,3/2/2002,5/10/2010,373,On Leave,3.4,Remote,Contract,373,373
374,Jean,Crinkley,jcrinkleyad@canalblog.com,841-899-4926,4 Bay Road,Saint-Laurent-du-Var,Provence-Alpes-Côte d'Azur,06721 CEDEX,France,9/19/1958,Male,China,Business Systems Development Analyst,Training,115959.85,5/7/2015,3/10/2011,374,On Leave,4.4,Branch Office,Part-time,374,374
